Date,Latitude,Longitude,NDVI,NDWI,NDDI,Temperature_C,Precipitation_mm,Soil_Moisture,Cloud_Cover,Data_Quality,Recorded_At
2025-05-24,26.8467,80.9462,0.9178198987085628,0.4044454570794547,0.3882537187736663,46.13189604645662,110.01478347309067,0.4106408626883542,26.25565234404998,Good,2025-11-20 17:58:59
2025-05-25,26.8467,80.9462,0.9658957145414175,0.44187958440080655,0.37222995068682047,41.64557966015399,74.3682727541669,0.404522330825251,29.65365517708707,Good,2025-11-20 17:58:59
2025-05-26,26.8467,80.9462,0.8393580930939325,0.43228530163209244,0.32011552383168884,43.46957556432962,96.78328675667072,0.5292170875454371,4.162823561715348,Good,2025-11-20 17:58:59
2025-05-27,26.8467,80.9462,0.9889519709386073,0.3375212658574734,0.49109977266142807,43.30669783658182,105.51725711165237,0.3868025829171598,27.75415076069675,Poor,2025-11-20 17:58:59
2025-05-28,26.8467,80.9462,0.9404419434827406,0.3467463727818187,0.4612344310098404,40.640307898810114,104.46551624674557,0.45628041760070454,12.807864947133005,Poor,2025-11-20 17:58:59
2025-05-29,26.8467,80.9462,0.8621037474462045,0.3197574122845346,0.458891749382256,42.690630969354174,101.95365177508705,0.4381055076766016,11.780945848931585,Good,2025-11-20 17:58:59
2025-05-30,26.8467,80.9462,0.8822165947425165,0.3255971588630265,0.4608487311655421,41.01496943918405,95.01666084499885,0.4069359699125784,14.314682419623207,Fair,2025-11-20 17:58:59
2025-05-31,26.8467,80.9462,0.9440277478138275,0.3727303214713785,0.433866660569764,43.27970948768433,109.64744930371758,0.41675934672866427,4.644264160233229,Good,2025-11-20 17:58:59
2025-06-01,26.8467,80.9462,0.9643561251588634,0.3577520143516672,0.45881580532882205,44.047332575230186,116.75194799375195,0.5249752170759645,11.572032380772228,Good,2025-11-20 17:58:59
2025-06-02,26.8467,80.9462,0.9464639015972777,0.40995483438471336,0.3955335125805385,46.84648194809739,114.55855265643159,0.410054125318734,23.5749315428027,Good,2025-11-20 17:58:59
2025-06-03,26.8467,80.9462,0.9163129849024567,0.41474127823999396,0.3768228843207587,41.1782669259913,133.86083174591403,0.48849608779078835,1.2725777476597866,Good,2025-11-20 17:58:59
2025-06-04,26.8467,80.9462,0.8537353169107847,0.39535301364921477,0.3669734893923536,43.73311799172551,106.98361362281753,0.3877440826874353,13.441050533750769,Good,2025-11-20 17:58:59
2025-06-05,26.8467,80.9462,0.8783111645727913,0.3607976204388368,0.4176498063382975,39.813873558068806,106.36178068730003,0.40903763150380273,17.21682495499251,Good,2025-11-20 17:58:59
2025-06-06,26.8467,80.9462,0.9382021432080991,0.43162200617460683,0.36981399198195986,40.50464272099669,120.35716630768414,0.46173441211079463,15.144115617516055,Good,2025-11-20 17:58:59
2025-06-07,26.8467,80.9462,0.8958661094063368,0.32866052658764006,0.46320395661460023,36.91121587998017,144.47344730585266,0.4465430890739375,15.50017083234336,Good,2025-11-20 17:58:59
2025-06-08,26.8467,80.9462,0.8357238357683987,0.3414167628643296,0.41992186272075244,38.84387616679239,116.7970024165373,0.44034367778479105,5.520710128279691,Fair,2025-11-20 17:58:59
