Date,Latitude,Longitude,NDVI,NDWI,NDDI,Temperature_C,Precipitation_mm,Soil_Moisture,Cloud_Cover,Data_Quality,Recorded_At
2025-05-24,25.3176,82.9739,0.8966355976177353,0.4385015045656732,0.3431363657474139,43.07627759587199,93.1317424374385,0.525224939102811,6.288660232628596,Good,2025-11-20 23:09:12
2025-05-25,25.3176,82.9739,0.8696572605893109,0.5105525409364862,0.2601812559437144,44.78990905238011,103.46397603576456,0.5317157908074647,11.593010095711096,Fair,2025-11-20 23:09:12
2025-05-26,25.3176,82.9739,0.9240939033840733,0.3446254210008001,0.4567349698236445,44.9207085894421,85.21873445319471,0.5035766470476222,0.7910604603975346,Good,2025-11-20 23:09:12
2025-05-27,25.3176,82.9739,0.9206207357555422,0.32180983491009363,0.48196729453979636,43.26278764580349,101.63302716938375,0.45742854951511897,20.49458010747114,Good,2025-11-20 23:09:12
2025-05-28,25.3176,82.9739,0.9538546832328783,0.410340096877272,0.39841421052196035,42.464110706103284,125.58116092584945,0.5364187045459003,15.853667068033637,Good,2025-11-20 23:09:12
2025-05-29,25.3176,82.9739,0.8561318004805127,0.3355863943184372,0.43680243231178867,40.2936328544149,90.66183237568784,0.31512726006592573,22.386690248172695,Fair,2025-11-20 23:09:12
2025-05-30,25.3176,82.9739,0.8679901921926882,0.44493631260408245,0.32222205737393395,42.389768173780844,111.14924184048677,0.49699828354775855,27.43749554619313,Good,2025-11-20 23:09:12
2025-05-31,25.3176,82.9739,0.9080837318452526,0.44006388585534495,0.3471577146376946,45.55996726352464,129.47888499048577,0.513826373808961,0.8696699891635762,Good,2025-11-20 23:09:12
2025-06-01,25.3176,82.9739,0.8705786315444751,0.2681030714255097,0.529099184165899,42.210199928257786,110.22847489260138,0.47321684957619026,3.865604775352678,Good,2025-11-20 23:09:12
2025-06-02,25.3176,82.9739,0.8931516355230914,0.3512887575466016,0.4354269444728647,47.819780584745594,109.26878987118857,0.36648984779742316,12.866076915222626,Good,2025-11-20 23:09:12
