Date,Latitude,Longitude,NDVI,NDWI,NDDI,Temperature_C,Precipitation_mm,Soil_Moisture,Cloud_Cover,Data_Quality,Recorded_At
2025-05-24,28.6139,77.209,0.923577330228734,0.46097669210296377,0.33411526789926393,42.20934718303879,88.19436214444278,0.41157467022221184,7.133362737511755,Good,2025-11-20 08:46:40
2025-05-25,28.6139,77.209,0.9525033593388466,0.3071076458703618,0.5123770042879654,38.62054256908789,91.00428547217862,0.46081472939004847,27.756154348541976,Good,2025-11-20 08:46:40
2025-05-26,28.6139,77.209,0.9056883233466354,0.5173704285530649,0.27287551848994374,43.814540853035766,93.9896151056557,0.4845067722516253,16.60782530290674,Good,2025-11-20 08:46:40
2025-05-27,28.6139,77.209,0.9371279981993448,0.386410515680666,0.4160947918792458,41.543470058464614,92.34558420382405,0.4768091285386026,15.090839942520942,Good,2025-11-20 08:46:40
2025-05-28,28.6139,77.209,0.9975492274295489,0.38274658636446557,0.44541368225310773,42.160184447316226,94.8709194037755,0.4542089213508521,11.520844671459473,Fair,2025-11-20 08:46:40
2025-05-29,28.6139,77.209,0.9000299863976803,0.4122632226571511,0.3716903816447166,40.47828697378115,99.33749711345737,0.5069553988746773,10.372947766893953,Good,2025-11-20 08:46:40
2025-05-30,28.6139,77.209,0.947697388223546,0.35684541561095207,0.45291880866659623,41.440520102884264,112.21474910038663,0.4443702964893706,12.676962204280551,Fair,2025-11-20 08:46:40
2025-05-31,28.6139,77.209,0.853701586324779,0.38132233469491283,0.38248591266280885,39.24318377283525,99.06524181321782,0.500861550615347,9.31193608453013,Fair,2025-11-20 08:46:40
2025-06-01,28.6139,77.209,0.9352304608728851,0.39259475023733986,0.4086650155866288,40.476473817497855,115.91291594381457,0.3942116734547747,21.069916227855895,Fair,2025-11-20 08:46:40
2025-06-02,28.6139,77.209,0.9198171555842335,0.4260867675623993,0.3668392516687535,42.89903179742141,103.92364149324064,0.4794916068538831,13.708624823935073,Good,2025-11-20 08:46:40
2025-06-03,28.6139,77.209,0.8629153678750934,0.38493916939833256,0.3830383944292413,40.82775776117733,119.84823997426813,0.4054551916807485,1.8198042374943169,Good,2025-11-20 08:46:40
2025-06-04,28.6139,77.209,0.8901583363312118,0.4054000763201334,0.3741693583553745,44.50356243443082,118.41925488613764,0.4044531304358352,12.04535752956903,Poor,2025-11-20 08:46:40
